delta_G,repeat,average_cost,num_iters,time
141.42131313131313,10.0,489.2693728223247,50.645833333333336,32.555408000946045
146.47171717171716,1.0,488.93741016266415,52.0,33.30457901954651
146.47171717171716,2.0,490.2593730880817,64.36458333333333,37.91218900680542
146.47171717171716,3.0,493.7626586907506,64.59375,37.661303997039795
146.47171717171716,4.0,414.17002792358653,60.229166666666664,39.264113903045654
146.47171717171716,5.0,484.5933372517992,45.135416666666664,35.851284980773926
146.47171717171716,6.0,489.0703604979884,52.0,34.83706188201904
146.47171717171716,7.0,489.236328899205,53.052083333333336,35.164713859558105
146.47171717171716,8.0,489.2948167687615,52.895833333333336,33.780805826187134
146.47171717171716,9.0,494.07136917436435,62.0625,36.70890688896179
146.47171717171716,10.0,490.35555778598075,60.125,37.820647954940796
151.52212121212122,1.0,485.8695932290475,56.0,32.80971598625183
151.52212121212122,2.0,404.09039113498545,53.65625,35.9805908203125
151.52212121212122,3.0,494.7927999082791,63.979166666666664,35.09351897239685
151.52212121212122,4.0,489.0108231176864,54.666666666666664,35.017497062683105
151.52212121212122,5.0,490.2595604002151,58.010416666666664,36.77221083641052
151.52212121212122,6.0,490.06202385201186,59.677083333333336,37.531049966812134
151.52212121212122,7.0,489.1016365888098,52.0625,33.05630087852478
151.52212121212122,8.0,488.96105477102964,56.333333333333336,37.796586990356445
151.52212121212122,9.0,489.26614305978785,49.791666666666664,31.525254011154175
151.52212121212122,10.0,490.0958072265603,59.322916666666664,38.06730914115906
156.57252525252525,1.0,494.92825241581966,73.78125,39.23105311393738
156.57252525252525,2.0,489.1622321231427,56.354166666666664,37.05166697502136
156.57252525252525,3.0,490.1792341007725,61.84375,42.40122699737549
156.57252525252525,4.0,488.884281969499,55.03125,36.586930990219116
156.57252525252525,5.0,494.44921869306836,63.09375,36.65319299697876
156.57252525252525,6.0,489.7556830827796,59.645833333333336,38.84204983711243
156.57252525252525,7.0,493.845809074615,64.08333333333333,38.20446801185608
156.57252525252525,8.0,489.26245922651196,50.770833333333336,34.377946853637695
156.57252525252525,9.0,494.7745239493015,75.28125,39.377769947052
156.57252525252525,10.0,488.91753429042285,55.020833333333336,41.990192890167236
161.62292929292929,1.0,495.00337271250373,69.97916666666667,38.09545397758484
161.62292929292929,2.0,405.28330020161076,49.864583333333336,40.95041513442993
161.62292929292929,3.0,494.1691958328917,67.76041666666667,40.47899293899536
161.62292929292929,4.0,494.0663770272765,65.60416666666667,46.92388391494751
161.62292929292929,5.0,493.7287345179808,59.416666666666664,37.827980041503906
161.62292929292929,6.0,494.92848769685213,66.125,44.246258020401
161.62292929292929,7.0,494.80862550869614,65.80208333333333,35.582310914993286
161.62292929292929,8.0,493.87726477156605,65.3125,37.487147092819214
161.62292929292929,9.0,489.2492733570023,55.947916666666664,36.612853050231934
161.62292929292929,10.0,495.13403737889587,71.40625,37.83425211906433
166.67333333333335,1.0,414.314031393406,54.354166666666664,37.57475018501282
